D54,ANG,INR,02/02/2017 10:10,725
D55,ANG,INR,06/06/2015 08:10,50
D56,KPW,NOK,08/08/2017 10:10,295
D57,ZAR,SEK,02/02/2017 10:10,495
D58,LKR,INR,07/08/2017 10:10,95
D59,AUD,BSD,09/08/2017 10:10,495
D60,CHF,SYP,08/08/2017 10:10,403
D61,AED,USD,05/11/2017 10:10,400
D62,USD,GBP,12/12/2016 09:10,430
D63,AED,USD,03/11/2017 10:10,50
D64,USD,GBP,12/12/2016 11:20,780
D65,AED,USD,05/11/2017 03:10,400
D66,AED,JPY,08/08/2017 10:10,620
D67,AUD,BSD,08/08/2017 10:10,120
D68,AUD,BSD,08/08/2017 10:10,495
D69,ANG,INR,02/02/2017 10:10,725
D70,ANG,INR,06/06/2015 08:10,50
D71,KPW,NOK,08/08/2017 10:10,295
D72,ZAR,SEK,02/02/2017 10:10,495
D73,LKR,INR,07/08/2017 10:10,95
D74,AUD,BSD,09/08/2017 10:10,495
D75,CHF,SYP,08/08/2017 10:10,404
D76,AED,USD,05/11/2017 10:10,400
D77,USD,GBP,12/12/2016 09:10,430
D78,AED,USD,03/11/2017 10:10,50
D79,USD,GBP,12/12/2016 11:20,780
D80,AED,USD,05/11/2017 03:10,400
D81,AED,JPY,08/08/2017 10:10,620
D82,AUD,BSD,08/08/2017 10:10,120
D83,AUD,BSD,08/08/2017 10:10,495
D84,ANG,INR,02/02/2017 10:10,725
D85,ANG,INR,06/06/2015 08:10,50
D86,KPW,NOK,08/08/2017 10:10,295
D87,ZAR,SEK,02/02/2017 10:10,495
D88,LKR,INR,07/08/2017 10:10,95
D89,AUD,BSD,09/08/2017 10:10,495
D90,CHF,SYP,08/08/2017 10:10,35
D91,AED,USD,05/11/2017 10:10,400
D92,USD,GBP,12/12/2016 09:10,430
D93,AED,USD,03/11/2017 10:10,50
D94,USD,GBP,12/12/2016 11:20,780
D95,AED,USD,05/11/2017 03:10,400
D96,AED,JPY,08/08/2017 10:10,620
D97,AUD,BSD,08/08/2017 10:10,120
D98,AUD,BSD,08/08/2017 10:10,495
D99,ANG,INR,02/02/2017 10:10,725
D100,ANG,INR,06/06/2015 08:10,50
D101,KPW,NOK,08/08/2017 10:10,295
D102,ZAR,SEK,02/02/2017 10:10,495
D103,LKR,INR,07/08/2017 10:10,95
D104,AUD,BSD,09/08/2017 10:10,495
D105,CHF,SYP,08/08/2017 10:10,35
D106,AED,USD,05/11/2017 10:10,400
D107,USD,GBP,12/12/2016 09:10,430
D108,AED,USD,03/11/2017 10:10,50
D109,USD,GBP,12/12/2016 11:20,780
D110,AED,USD,05/11/2017 03:10,400
D111,AED,JPY,08/08/2017 10:10,620
D112,AUD,BSD,08/08/2017 10:10,120
D113,AUD,BSD,08/08/2017 10:10,495
D114,ANG,INR,02/02/2017 10:10,725
D115,ANG,INR,06/06/2015 08:10,50
D116,KPW,NOK,08/08/2017 10:10,295
D117,ZAR,SEK,02/02/2017 10:10,495
D118,LKR,INR,07/08/2017 10:10,95
D119,AUD,BSD,09/08/2017 10:10,495
D120,CHF,SYP,08/08/2017 10:10,35
D121,AED,USD,05/11/2017 10:10,400
D122,USD,GBP,12/12/2016 09:10,430
D123,AED,USD,03/11/2017 10:10,50
D124,USD,GBP,12/12/2016 11:20,780
D125,AED,USD,05/11/2017 03:10,400
D126,AED,JPY,08/08/2017 10:10,620
D127,AUD,BSD,08/08/2017 10:10,120
D128,AUD,BSD,08/08/2017 10:10,495
D129,ANG,INR,02/02/2017 10:10,725
D130,ANG,INR,06/06/2015 08:10,50
D131,KPW,NOK,08/08/2017 10:10,295
D132,ZAR,SEK,02/02/2017 10:10,495
D133,LKR,INR,07/08/2017 10:10,95
D134,AUD,BSD,09/08/2017 10:10,495
D135,CHF,SYP,08/08/2017 10:10,35
D136,AED,USD,05/11/2017 10:10,400
D137,USD,GBP,12/12/2016 09:10,430
D138,AED,USD,03/11/2017 10:10,50
D139,USD,GBP,12/12/2016 11:20,780
D140,AED,USD,05/11/2017 03:10,400
D141,AED,JPY,08/08/2017 10:10,620
D142,AUD,BSD,08/08/2017 10:10,120
D143,AUD,BSD,08/08/2017 10:10,495
D144,ANG,INR,02/02/2017 10:10,725
D145,ANG,INR,06/06/2015 08:10,50
D146,KPW,NOK,08/08/2017 10:10,295
D147,ZAR,SEK,02/02/2017 10:10,495
D148,LKR,INR,07/08/2017 10:10,95
D149,AUD,BSD,09/08/2017 10:10,495
D150,CHF,SYP,08/08/2017 10:10,35
D151,AED,USD,05/11/2017 10:10,400
D152,USD,GBP,12/12/2016 09:10,430
D153,AED,USD,03/11/2017 10:10,50
D154,USD,GBP,12/12/2016 11:20,780
D155,AED,USD,05/11/2017 03:10,400
D156,AED,JPY,08/08/2017 10:10,620
D157,AUD,BSD,08/08/2017 10:10,120
D158,AUD,BSD,08/08/2017 10:10,495
D159,ANG,INR,02/02/2017 10:10,725
D160,ANG,INR,06/06/2015 08:10,50
D161,KPW,NOK,08/08/2017 10:10,295
D162,ZAR,SEK,02/02/2017 10:10,495
D163,LKR,INR,07/08/2017 10:10,95
D164,AUD,BSD,09/08/2017 10:10,495
D165,CHF,SYP,08/08/2017 10:10,35
D166,AED,USD,05/11/2017 10:10,400
D167,USD,GBP,12/12/2016 09:10,430
D168,AED,USD,03/11/2017 10:10,50
D169,USD,GBP,12/12/2016 11:20,780
D170,AED,USD,05/11/2017 03:10,400
D171,AED,JPY,08/08/2017 10:10,620
D172,AUD,BSD,08/08/2017 10:10,120
D173,AUD,BSD,08/08/2017 10:10,495
D174,ANG,INR,02/02/2017 10:10,725
D175,ANG,INR,06/06/2015 08:10,50
D176,KPW,NOK,08/08/2017 10:10,295
D177,ZAR,SEK,02/02/2017 10:10,495
D178,LKR,INR,07/08/2017 10:10,95
D179,AUD,BSD,09/08/2017 10:10,495
D180,CHF,SYP,08/08/2017 10:10,402
D181,AED,USD,05/11/2017 10:10,400
D182,USD,GBP,12/12/2016 09:10,430
D183,AED,USD,03/11/2017 10:10,50
D184,USD,GBP,12/12/2016 11:20,780
D185,AED,USD,05/11/2017 03:10,400
D186,AED,JPY,08/08/2017 10:10,620
D187,AUD,BSD,08/08/2017 10:10,120
D188,AUD,BSD,08/08/2017 10:10,495
D189,ANG,INR,02/02/2017 10:10,725
D190,ANG,INR,06/06/2015 08:10,50
D191,KPW,NOK,08/08/2017 10:10,295
D192,ZAR,SEK,02/02/2017 10:10,495
D193,LKR,INR,07/08/2017 10:10,95
D194,AUD,BSD,09/08/2017 10:10,495
D195,CHF,SYP,08/08/2017 10:10,35
D196,AED,USD,05/11/2017 10:10,400
D197,USD,GBP,12/12/2016 09:10,430
D198,AED,USD,03/11/2017 10:10,50
D199,USD,GBP,12/12/2016 11:20,780
D200,AED,USD,05/11/2017 03:10,400
D201,AED,JPY,08/08/2017 10:10,620
D202,AUD,BSD,08/08/2017 10:10,120
D203,AUD,BSD,08/08/2017 10:10,495
D204,ANG,INR,02/02/2017 10:10,725
D205,ANG,INR,06/06/2015 08:10,50
D206,KPW,NOK,08/08/2017 10:10,295
D207,ZAR,SEK,02/02/2017 10:10,495
D208,LKR,INR,07/08/2017 10:10,95
D209,AUD,BSD,09/08/2017 10:10,495
D210,CHF,SYP,08/08/2017 10:10,35
D211,AED,USD,05/11/2017 10:10,400
D212,USD,GBP,12/12/2016 09:10,430
D213,AED,USD,03/11/2017 10:10,50
D214,USD,GBP,12/12/2016 11:20,780
D215,AED,USD,05/11/2017 03:10,400
D216,AED,JPY,08/08/2017 10:10,620
D217,AUD,BSD,08/08/2017 10:10,120
D218,AUD,BSD,08/08/2017 10:10,495
D219,ANG,INR,02/02/2017 10:10,725
D220,ANG,INR,06/06/2015 08:10,50
D221,KPW,NOK,08/08/2017 10:10,295
D222,ZAR,SEK,02/02/2017 10:10,495
D223,LKR,INR,07/08/2017 10:10,95
D224,AUD,BSD,09/08/2017 10:10,495
D225,CHF,SYP,08/08/2017 10:10,35
D226,AED,USD,05/11/2017 10:10,400
D227,USD,GBP,12/12/2016 09:10,430
D228,AED,USD,03/11/2017 10:10,50
D229,USD,GBP,12/12/2016 11:20,780
D230,AED,USD,05/11/2017 03:10,400
D231,AED,JPY,08/08/2017 10:10,620
D232,AUD,BSD,08/08/2017 10:10,120
D233,AUD,BSD,08/08/2017 10:10,495
D234,ANG,INR,02/02/2017 10:10,725
D235,ANG,INR,06/06/2015 08:10,50
D236,KPW,NOK,08/08/2017 10:10,295
D237,ZAR,SEK,02/02/2017 10:10,495
D238,LKR,INR,07/08/2017 10:10,95
D239,AUD,BSD,09/08/2017 10:10,495
D240,CHF,SYP,08/08/2017 10:10,35
D241,AED,USD,05/11/2017 10:10,400
D242,USD,GBP,12/12/2016 09:10,430
D243,AED,USD,03/11/2017 10:10,50
D244,USD,GBP,12/12/2016 11:20,780
D245,AED,USD,05/11/2017 03:10,400
D246,AED,JPY,08/08/2017 10:10,620
D247,AUD,BSD,08/08/2017 10:10,120
D248,AUD,BSD,08/08/2017 10:10,495
D249,ANG,INR,02/02/2017 10:10,725
D250,ANG,INR,06/06/2015 08:10,50
D251,KPW,NOK,08/08/2017 10:10,295
D252,ZAR,SEK,02/02/2017 10:10,495
D253,LKR,INR,07/08/2017 10:10,95
D254,AUD,BSD,09/08/2017 10:10,495
D255,CHF,SYP,08/08/2017 10:10,35
D256,AED,USD,05/11/2017 10:10,400
D257,USD,GBP,12/12/2016 09:10,430
D258,AED,USD,03/11/2017 10:10,50
D259,USD,GBP,12/12/2016 11:20,780
D260,AED,USD,05/11/2017 03:10,400
D261,AED,JPY,08/08/2017 10:10,620
D262,AUD,BSD,08/08/2017 10:10,120
D263,AUD,BSD,08/08/2017 10:10,495
D264,ANG,INR,02/02/2017 10:10,725
D265,ANG,INR,06/06/2015 08:10,50
D266,KPW,NOK,08/08/2017 10:10,295
D267,ZAR,SEK,02/02/2017 10:10,495
D268,LKR,INR,07/08/2017 10:10,95
D269,AUD,BSD,09/08/2017 10:10,495
D270,CHF,SYP,08/08/2017 10:10,35
D271,AED,USD,05/11/2017 10:10,400
D272,USD,GBP,12/12/2016 09:10,430
D273,AED,USD,03/11/2017 10:10,50
D274,USD,GBP,12/12/2016 11:20,780
D275,AED,USD,05/11/2017 03:10,400
D276,AED,JPY,08/08/2017 10:10,620
D277,AUD,BSD,08/08/2017 10:10,120
D278,AUD,BSD,08/08/2017 10:10,495
D279,ANG,INR,02/02/2017 10:10,725
D280,ANG,INR,06/06/2015 08:10,50
D281,KPW,NOK,08/08/2017 10:10,295
D282,ZAR,SEK,02/02/2017 10:10,495
D283,LKR,INR,07/08/2017 10:10,95
D284,AUD,BSD,09/08/2017 10:10,495
D285,CHF,SYP,08/08/2017 10:10,35
D286,AED,USD,05/11/2017 10:10,400
D287,USD,GBP,12/12/2016 09:10,430
D288,AED,USD,03/11/2017 10:10,50
D289,USD,GBP,12/12/2016 11:20,780
D290,AED,USD,05/11/2017 03:10,400
D291,AED,JPY,08/08/2017 10:10,620
D292,AUD,BSD,08/08/2017 10:10,120
D293,AUD,BSD,08/08/2017 10:10,495
D294,ANG,INR,02/02/2017 10:10,725
D295,ANG,INR,06/06/2015 08:10,50
D296,KPW,NOK,08/08/2017 10:10,295
D297,ZAR,SEK,02/02/2017 10:10,495
D298,LKR,INR,07/08/2017 10:10,95
D299,AUD,BSD,09/08/2017 10:10,495
D300,CHF,SYP,08/08/2017 10:10,405
D301,AED,USD,05/11/2017 10:10,400
D302,USD,GBP,12/12/2016 09:10,430
D303,AED,USD,03/11/2017 10:10,50
D304,USD,GBP,12/12/2016 11:20,780
D305,AED,USD,05/11/2017 03:10,400
D306,AED,JPY,08/08/2017 10:10,620
D307,AUD,BSD,08/08/2017 10:10,120
D308,AUD,BSD,08/08/2017 10:10,495
D309,ANG,INR,02/02/2017 10:10,725
D310,ANG,INR,06/06/2015 08:10,50
D311,KPW,NOK,08/08/2017 10:10,295
D312,ZAR,SEK,02/02/2017 10:10,495
D313,LKR,INR,07/08/2017 10:10,95
D314,AUD,BSD,09/08/2017 10:10,495
D315,CHF,SYP,08/08/2017 10:10,35
D316,AED,USD,05/11/2017 10:10,400
D317,USD,GBP,12/12/2016 09:10,430
D318,AED,USD,03/11/2017 10:10,50
D319,USD,GBP,12/12/2016 11:20,780
D320,AED,USD,05/11/2017 03:10,400
D321,AED,JPY,08/08/2017 10:10,620
D322,AUD,BSD,08/08/2017 10:10,120
D323,AUD,BSD,08/08/2017 10:10,495
D324,ANG,INR,02/02/2017 10:10,725
D325,ANG,INR,06/06/2015 08:10,50
D326,KPW,NOK,08/08/2017 10:10,295
D327,ZAR,SEK,02/02/2017 10:10,495
D328,LKR,INR,07/08/2017 10:10,95
D329,AUD,BSD,09/08/2017 10:10,495
D330,CHF,SYP,08/08/2017 10:10,35
D331,AED,USD,05/11/2017 10:10,400
D332,USD,GBP,12/12/2016 09:10,430
D333,AED,USD,03/11/2017 10:10,50
D334,USD,GBP,12/12/2016 11:20,780
D335,AED,USD,05/11/2017 03:10,400
D336,AED,JPY,08/08/2017 10:10,620
D337,AUD,BSD,08/08/2017 10:10,120
D338,AUD,BSD,08/08/2017 10:10,495
D339,ANG,INR,02/02/2017 10:10,725
D340,ANG,INR,06/06/2015 08:10,50
D341,KPW,NOK,08/08/2017 10:10,295
D342,ZAR,SEK,02/02/2017 10:10,495
D343,LKR,INR,07/08/2017 10:10,95
D344,AUD,BSD,09/08/2017 10:10,495
D345,CHF,SYP,08/08/2017 10:10,35
D346,AED,USD,05/11/2017 10:10,400
D347,USD,GBP,12/12/2016 09:10,430
D348,AED,USD,03/11/2017 10:10,50
D349,USD,GBP,12/12/2016 11:20,780
D350,AED,USD,05/11/2017 03:10,400
D351,AED,JPY,08/08/2017 10:10,620
D352,AUD,BSD,08/08/2017 10:10,120
D353,AUD,BSD,08/08/2017 10:10,495
D354,ANG,INR,02/02/2017 10:10,725
D355,ANG,INR,06/06/2015 08:10,50
D356,KPW,NOK,08/08/2017 10:10,295
D357,ZAR,SEK,02/02/2017 10:10,495
D358,LKR,INR,07/08/2017 10:10,95
D359,AUD,BSD,09/08/2017 10:10,495
D360,CHF,SYP,08/08/2017 10:10,35
D361,AED,USD,05/11/2017 10:10,400
D362,USD,GBP,12/12/2016 09:10,430
D363,AED,USD,03/11/2017 10:10,50
D364,USD,GBP,12/12/2016 11:20,780
D365,AED,USD,05/11/2017 03:10,400
D366,INR,JPY,08/08/2017 10:10,620
D367,AUD,BSD,08/08/2017 10:10,120
D368,AUD,BSD,08/08/2017 10:10,495
D369,ANG,INR,02/02/2017 10:10,725
D370,ANG,INR,06/06/2015 08:10,50
D371,KPW,NOK,08/08/2017 10:10,295
D372,ZAR,SEK,02/02/2017 10:10,495
D373,LKR,INR,07/08/2017 10:10,95
D374,AUD,BSD,09/08/2017 10:10,495
D375,CHF,SYP,08/08/2017 10:10,35
D376,AED,USD,05/11/2017 10:10,400
D377,USD,GBP,12/12/2016 09:10,430
D378,AED,USD,03/11/2017 10:10,50
D379,USD,GBP,12/12/2016 11:20,780
D380,AED,USD,05/11/2017 03:10,400
D381,AED,JPY,08/08/2017 10:10,620
D382,AUD,BSD,08/08/2017 10:10,120
D383,AUD,BSD,08/08/2017 10:10,495
D384,ANG,INR,02/02/2017 10:10,725
D385,ANG,INR,06/06/2015 08:10,50
D386,KPW,NOK,08/08/2017 10:10,295
D387,ZAR,SEK,02/02/2017 10:10,495
D388,LKR,INR,07/08/2017 10:10,95
D389,AUD,BSD,09/08/2017 10:10,495
D390,CHF,SYP,08/08/2017 10:10,35
D391,AED,USD,05/11/2017 10:10,400
D392,USD,GBP,12/12/2016 09:10,430
D393,AED,USD,03/11/2017 10:10,50
D394,USD,GBP,12/12/2016 11:20,780
D395,AED,USD,05/11/2017 03:10,400
D396,AED,JPY,08/08/2017 10:10,620
D397,AUD,BSD,08/08/2017 10:10,120
D398,AUD,BSD,08/08/2017 10:10,495
D399,ANG,INR,02/02/2017 10:10,725
D400,ANG,INR,06/06/2015 08:10,50
D401,KPW,NOK,08/08/2017 10:10,295
D402,ZAR,SEK,02/02/2017 10:10,495
D403,LKR,INR,07/08/2017 10:10,95
D404,AUD,BSD,09/08/2017 10:10,495
D405,CHF,SYP,08/08/2017 10:10,35
D406,AED,USD,05/11/2017 10:10,400
D407,USD,GBP,12/12/2016 09:10,430
D408,AED,USD,03/11/2017 10:10,50
D409,USD,GBP,12/12/2016 11:20,780
D410,AED,USD,05/11/2017 03:10,400
D411,AED,JPY,08/08/2017 10:10,620
D412,AUD,BSD,08/08/2017 10:10,120
D413,AUD,BSD,08/08/2017 10:10,495
D414,ANG,INR,02/02/2017 10:10,725
D415,ANG,INR,06/06/2015 08:10,50
D416,KPW,NOK,08/08/2017 10:10,295
D417,ZAR,SEK,02/02/2017 10:10,495
D418,LKR,INR,07/08/2017 10:10,95
D419,AUD,BSD,09/08/2017 10:10,495
D420,CHF,SYP,08/08/2017 10:10,403
D421,AED,USD,05/11/2017 10:10,400
D422,USD,GBP,12/12/2016 09:10,430
D423,AED,USD,03/11/2017 10:10,50
D424,USD,GBP,12/12/2016 11:20,780
D425,AED,USD,05/11/2017 03:10,400
D426,AED,JPY,08/08/2017 10:10,620
D427,AUD,BSD,08/08/2017 10:10,120
D428,AUD,BSD,08/08/2017 10:10,495
D429,ANG,INR,02/02/2017 10:10,725
D430,ANG,INR,06/06/2015 08:10,50
D431,KPW,NOK,08/08/2017 10:10,295
D432,ZAR,SEK,02/02/2017 10:10,495
D433,LKR,INR,07/08/2017 10:10,95
D434,AUD,BSD,09/08/2017 10:10,495
D435,CHF,SYP,08/08/2017 10:10,35
D436,AED,USD,05/11/2017 10:10,400
D437,USD,GBP,12/12/2016 09:10,430
D438,AED,USD,03/11/2017 10:10,50
D439,USD,GBP,12/12/2016 11:20,780
D440,AED,USD,05/11/2017 03:10,400
D441,AED,JPY,08/08/2017 10:10,620
D442,AUD,BSD,08/08/2017 10:10,120
D443,AUD,BSD,08/08/2017 10:10,495
D444,ANG,INR,02/02/2017 10:10,725
D445,ANG,INR,06/06/2015 08:10,50
D446,KPW,NOK,08/08/2017 10:10,295
D447,ZAR,SEK,02/02/2017 10:10,495
D448,LKR,INR,07/08/2017 10:10,95
D449,AUD,BSD,09/08/2017 10:10,495
D450,CHF,SYP,08/08/2017 10:10,35
D451,AED,USD,05/11/2017 10:10,400
D452,INR,GBP,12/12/2016 09:10,430
D453,AED,USD,03/11/2017 10:10,50
D454,USD,GBP,12/12/2016 11:20,780
D455,AED,USD,05/11/2017 03:10,400
D456,AED,JPY,08/08/2017 10:10,620
D457,AUD,BSD,08/08/2017 10:10,120
D458,AUD,BSD,08/08/2017 10:10,495
D459,ANG,INR,02/02/2017 10:10,725
D460,ANG,INR,06/06/2015 08:10,50
D461,KPW,NOK,08/08/2017 10:10,295
D462,ZAR,SEK,02/02/2017 10:10,495
D463,LKR,INR,07/08/2017 10:10,95
D464,AUD,BSD,09/08/2017 10:10,495
D465,CHF,SYP,08/08/2017 10:10,35
D466,AED,USD,05/11/2017 10:10,400
D467,USD,GBP,12/12/2016 09:10,430
D468,AED,USD,03/11/2017 10:10,50
D469,USD,GBP,12/12/2016 11:20,780
D470,AED,USD,05/11/2017 03:10,400
D471,AED,JPY,08/08/2017 10:10,620
D472,AUD,BSD,08/08/2017 10:10,120
D473,AUD,BSD,08/08/2017 10:10,495
D474,ANG,INR,02/02/2017 10:10,725
D475,ANG,INR,06/06/2015 08:10,50
D476,KPW,NOK,08/08/2017 10:10,295
D477,ZAR,SEK,02/02/2017 10:10,495
D478,LKR,INR,07/08/2017 10:10,95
D479,AUD,BSD,09/08/2017 10:10,495
D480,CHF,SYP,08/08/2017 10:10,35
D481,AED,USD,05/11/2017 10:10,400
D482,USD,GBP,12/12/2016 09:10,430
D483,AED,USD,03/11/2017 10:10,50
D484,USD,GBP,12/12/2016 11:20,780
D485,AED,USD,05/11/2017 03:10,400
D486,AED,JPY,08/08/2017 10:10,620
D487,AUD,BSD,08/08/2017 10:10,120
D488,AUD,BSD,08/08/2017 10:10,495
D489,ANG,INR,02/02/2017 10:10,725
D490,ANG,INR,06/06/2015 08:10,50
D491,KPW,NOK,08/08/2017 10:10,295
D492,ZAR,SEK,02/02/2017 10:10,495
D493,LKR,INR,07/08/2017 10:10,95
D494,AUD,BSD,09/08/2017 10:10,495
D495,CHF,SYP,08/08/2017 10:10,35
D496,AED,USD,05/11/2017 10:10,400
D497,USD,GBP,12/12/2016 09:10,430
D498,AED,USD,03/11/2017 10:10,50
D499,USD,GBP,12/12/2016 11:20,780
D500,AED,USD,05/11/2017 03:10,400
D501,AED,JPY,08/08/2017 10:10,620
D502,AUD,BSD,08/08/2017 10:10,120
D503,AUD,BSD,08/08/2017 10:10,495
D504,ANG,INR,02/02/2017 10:10,725
D505,ANG,INR,06/06/2015 08:10,50
D506,KPW,NOK,08/08/2017 10:10,295
D507,ZAR,SEK,02/02/2017 10:10,495
D508,LKR,INR,07/08/2017 10:10,95
D509,AUD,BSD,09/08/2017 10:10,495
D510,CHF,SYP,08/08/2017 10:10,35
D511,AED,USD,05/11/2017 10:10,400
D512,USD,GBP,12/12/2016 09:10,430
D513,AED,USD,03/11/2017 10:10,50
D514,USD,GBP,12/12/2016 11:20,780
D515,AED,USD,05/11/2017 03:10,400
D516,AED,JPY,08/08/2017 10:10,620
D517,AUD,BSD,08/08/2017 10:10,120
D518,AUD,BSD,08/08/2017 10:10,495
D519,ANG,INR,02/02/2017 10:10,725
D520,ANG,INR,06/06/2015 08:10,50
D521,KPW,NOK,08/08/2017 10:10,295
D522,ZAR,SEK,02/02/2017 10:10,495
D523,LKR,INR,07/08/2017 10:10,95
D524,AUD,BSD,09/08/2017 10:10,495
D525,CHF,SYP,08/08/2017 10:10,35
D526,USD,AED,05/11/2017 10:10,400
D527,USD,GBP,12/12/2016 09:10,430
D528,AED,USD,03/11/2017 10:10,50
D529,USD,GBP,12/12/2016 11:20,780
D530,AED,USD,05/11/2017 03:10,400
D531,AED,JPY,08/08/2017 10:10,620
D532,AUD,BSD,08/08/2017 10:10,120
D533,AUD,BSD,08/08/2017 10:10,495
D534,ANG,INR,02/02/2017 10:10,725
D535,ANG,INR,06/06/2015 08:10,50
D536,KPW,NOK,08/08/2017 10:10,295
D537,ZAR,SEK,02/02/2017 10:10,495
D538,LKR,INR,07/08/2017 10:10,95
D539,AUD,BSD,09/08/2017 10:10,495
D540,CHF,SYP,08/08/2017 10:10,402
D541,AED,USD,05/11/2017 10:10,400
D542,USD,GBP,12/12/2016 09:10,430
D543,AED,USD,03/11/2017 10:10,50
D544,USD,GBP,12/12/2016 11:20,780
D545,AED,USD,05/11/2017 03:10,400
D546,AED,JPY,08/08/2017 10:10,620
D547,AUD,BSD,08/08/2017 10:10,120
D548,AUD,BSD,08/08/2017 10:10,495
D549,ANG,INR,02/02/2017 10:10,725
D550,ANG,INR,06/06/2015 08:10,50
D551,KPW,NOK,08/08/2017 10:10,295
D552,ZAR,SEK,02/02/2017 10:10,495
D553,LKR,INR,07/08/2017 10:10,95
D554,AUD,BSD,09/08/2017 10:10,495
D555,CHF,SYP,08/08/2017 10:10,35
D556,AED,USD,05/11/2017 10:10,400
D557,USD,GBP,12/12/2016 09:10,430
D558,AED,USD,03/11/2017 10:10,50
D559,USD,GBP,12/12/2016 11:20,780
D560,AED,USD,05/11/2017 03:10,400
D561,AED,JPY,08/08/2017 10:10,620
D562,AUD,BSD,08/08/2017 10:10,120
D563,AUD,BSD,08/08/2017 10:10,495
D564,ANG,INR,02/02/2017 10:10,725
D565,ANG,INR,06/06/2015 08:10,50
D566,KPW,NOK,08/08/2017 10:10,295
D567,ZAR,SEK,02/02/2017 10:10,495
D568,LKR,INR,07/08/2017 10:10,95
D569,AUD,BSD,09/08/2017 10:10,495
D570,CHF,SYP,08/08/2017 10:10,35
D571,AED,USD,05/11/2017 10:10,400
D572,USD,GBP,12/12/2016 09:10,430
D573,AED,USD,03/11/2017 10:10,50
D574,USD,GBP,12/12/2016 11:20,780
D575,AED,USD,05/11/2017 03:10,400
D576,AED,JPY,08/08/2017 10:10,620
D577,AUD,BSD,08/08/2017 10:10,120
D578,AUD,BSD,08/08/2017 10:10,495
D579,ANG,INR,02/02/2017 10:10,725
D580,ANG,INR,06/06/2015 08:10,50
D581,KPW,NOK,08/08/2017 10:10,295
D582,ZAR,SEK,02/02/2017 10:10,495
D583,LKR,INR,07/08/2017 10:10,95
D584,AUD,BSD,09/08/2017 10:10,495
D585,CHF,SYP,08/08/2017 10:10,35
D586,AED,USD,05/11/2017 10:10,400
D587,USD,GBP,12/12/2016 09:10,430
D588,AED,USD,03/11/2017 10:10,50
D589,USD,GBP,12/12/2016 11:20,780
D590,AED,USD,05/11/2017 03:10,400
D591,AED,JPY,08/08/2017 10:10,620
D592,AUD,BSD,08/08/2017 10:10,120
D593,AUD,BSD,08/08/2017 10:10,495
D594,ANG,INR,02/02/2017 10:10,725
D595,ANG,INR,06/06/2015 08:10,50
D596,KPW,NOK,08/08/2017 10:10,295
D597,ZAR,SEK,02/02/2017 10:10,495
D598,LKR,INR,07/08/2017 10:10,95
D599,AUD,BSD,09/08/2017 10:10,495
D600,CHF,SYP,08/08/2017 10:10,35
D601,AED,USD,05/11/2017 10:10,400
